year,type,discipline,event,as,athlete_id,noc,medal
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Tania Vicent,100227,CAN,Silver
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Wang Meng,109921,CHN,Gold
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Allison Baver,109929,USA,Bronze
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Kalyna Roberge,109932,CAN,Silver
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Kimberly Derrick,110878,USA,Bronze
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Aly Dudek,119747,USA,Bronze
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Jessica Gregg,119769,CAN,Silver
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Katherine Reutter,119773,USA,Bronze
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Lana Gehring,119777,USA,Bronze
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Marianne St-Gelais,119786,CAN,Silver
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Sun Linlin,119804,CHN,Gold
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Zhang Hui,119814,CHN,Gold
2010,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Zhou Yang,119816,CHN,Gold
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Tania Vicent,100227,CAN,Silver
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Alanna Kraus,101406,CAN,Silver
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Mara Zini,101410,ITA,Bronze
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Choi Eun-Gyeong,101418,KOR,Gold
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Katia Zini,101426,ITA,Bronze
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Marta Capurso,101550,ITA,Bronze
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Gang Yun-Mi,109922,KOR,Gold
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Anouk Leblanc-Boucher,109924,CAN,Silver
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Arianna Fontana,109931,ITA,Bronze
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Kalyna Roberge,109932,CAN,Silver
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Jin Seon-Yu,109934,KOR,Gold
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Amanda Overland,109938,CAN,Silver
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Byeon Cheon-Sa,109941,KOR,Gold
2006,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Jeon Da-Hye,110983,KOR,Gold
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Isabelle Charest,80811,CAN,Bronze
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Yang Yang (S),83084,CHN,Silver
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Choi Min-Gyeong,100213,KOR,Gold
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Wang Chunlu,100215,CHN,Silver
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Yang Yang (A),100218,CHN,Silver
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Tania Vicent,100227,CAN,Bronze
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Sun Dandan,100232,CHN,Silver
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Alanna Kraus,101406,CAN,Bronze
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Choi Eun-Gyeong,101418,KOR,Gold
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Marie-Ève Drolet,101419,CAN,Bronze
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Ju Min-Jin,101549,KOR,Gold
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Park Hye-Won,101764,KOR,Gold
2002,Winter,Short Track Speed Skating (Skating),"3,000 metres Relay, Women",Amélie Goulet-Nadon,101765,CAN,Bronze
2022,Winter,Biathlon,"20 kilometres, Men",Johannes Thingnes Bø,128188,NOR,Bronze
2022,Winter,Biathlon,"20 kilometres, Men",Anton Smolski,136770,BLR,Silver
2022,Winter,Biathlon,"20 kilometres, Men",Quentin Fillon Maillet,137167,FRA,Gold
2018,Winter,Biathlon,"20 kilometres, Men",Dominik Landertinger,118518,AUT,Bronze
2018,Winter,Biathlon,"20 kilometres, Men",Jakov Fak,118525,SLO,Silver
2018,Winter,Biathlon,"20 kilometres, Men",Johannes Thingnes Bø,128188,NOR,Gold
2014,Winter,Biathlon,"20 kilometres, Men",Martin Fourcade,118554,FRA,Gold
2014,Winter,Biathlon,"20 kilometres, Men",Erik Lesser,127808,GER,Silver
2014,Winter,Biathlon,"20 kilometres, Men",Yevgeny Garanichev,128305,RUS,Bronze
2010,Winter,Biathlon,"20 kilometres, Men",Ole Einar Bjørndalen,84154,NOR,Silver
2010,Winter,Biathlon,"20 kilometres, Men",Siarhei Novikau,109615,BLR,Silver
2010,Winter,Biathlon,"20 kilometres, Men",Emil Hegle Svendsen,111029,NOR,Gold
2006,Winter,Biathlon,"20 kilometres, Men",Ole Einar Bjørndalen,84154,NOR,Silver
2006,Winter,Biathlon,"20 kilometres, Men",Halvard Hanevold,86432,NOR,Bronze
2006,Winter,Biathlon,"20 kilometres, Men",Michael Greis,101373,GER,Gold
2002,Winter,Biathlon,"20 kilometres, Men",Ole Einar Bjørndalen,84154,NOR,Gold
2002,Winter,Biathlon,"20 kilometres, Men",Frank Luck,91927,GER,Silver
2002,Winter,Biathlon,"20 kilometres, Men",Viktor Maygurov,95275,RUS,Bronze
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Arianna Fontana,109931,ITA,Silver
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Yuri Confortola,110402,ITA,Silver
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Martina Valcepina,119787,ITA,Silver
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Fan Kexin,127574,CHN,Gold
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Wu Dajing,127580,CHN,Gold
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Zsófia Kónya,127890,HUN,Bronze
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Shaolin Sándor Liu,127892,HUN,Bronze
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Qu Chunyu,136983,CHN,Gold
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Ren Ziwei,136984,CHN,Gold
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Petra Jászapáti,137349,HUN,Bronze
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Shaoang Liu,137351,HUN,Bronze
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",John-Henry Krueger,138385,HUN,Bronze
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Zhang Yuting,148132,CHN,Gold
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Arianna Valcepina,148508,ITA,Silver
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Andrea Cassinelli,148509,ITA,Silver
2022,Winter,Short Track Speed Skating (Skating),"2,000 metres Relay, Mixed",Pietro Sighel,148510,ITA,Silver
2022,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Tarjei Bø,118590,NOR,Gold
2022,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Anaïs Chevalier-Bouchet,127715,FRA,Silver
2022,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Tiril Eckhoff,128184,NOR,Gold
2022,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Johannes Thingnes Bø,128188,NOR,Gold
2022,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Aleksandr Loginov,128306,ROC,Bronze
2022,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Quentin Fillon Maillet,137167,FRA,Silver
2022,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Émilien Jacquelin,137169,FRA,Silver
2022,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Marte Olsbu Røiseland,137711,NOR,Gold
2022,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Ulyana Nigmatullina,137781,ROC,Bronze
2022,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Julia Simon,148329,FRA,Silver
2022,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Kristina Reztsova,148767,ROC,Bronze
2022,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Eduard Latypov,148769,ROC,Bronze
2018,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Emil Hegle Svendsen,111029,NOR,Silver
2018,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Lukas Hofer,118543,ITA,Bronze
2018,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Marie Dorin-Habert,118550,FRA,Gold
2018,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Martin Fourcade,118554,FRA,Gold
2018,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Anaïs Bescond,127713,FRA,Gold
2018,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Simon Desthieux,127718,FRA,Gold
2018,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Dorothea Wierer,127919,ITA,Bronze
2018,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Dominik Windisch,127920,ITA,Bronze
2018,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Tiril Eckhoff,128184,NOR,Silver
2018,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Johannes Thingnes Bø,128188,NOR,Silver
2018,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Lisa Vittozzi,137384,ITA,Bronze
2018,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Marte Olsbu,137711,NOR,Silver
2014,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Ole Einar Bjørndalen,84154,NOR,Gold
2014,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Tora Berger,110008,NOR,Gold
2014,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Ondřej Moravec,110111,CZE,Silver
2014,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Emil Hegle Svendsen,111029,NOR,Gold
2014,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Gabriela Soukalová,118522,CZE,Silver
2014,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Jaroslav Soukup,118526,CZE,Silver
2014,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Karin Oberhofer,118531,ITA,Bronze
2014,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Lukas Hofer,118543,ITA,Bronze
2014,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Veronika Vítková,118595,CZE,Silver
2014,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Dorothea Wierer,127919,ITA,Bronze
2014,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Dominik Windisch,127920,ITA,Bronze
2014,Winter,Biathlon,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed",Tiril Eckhoff,128184,NOR,Gold
2002,Winter,Cross Country Skiing (Skiing),"15 kilometres, Women",Stefania Belmondo,80627,ITA,Gold
2002,Winter,Cross Country Skiing (Skiing),"15 kilometres, Women",Kateřina Neumannová,81928,CZE,Silver
2002,Winter,Cross Country Skiing (Skiing),"15 kilometres, Women",Yuliya Chepalova,100033,RUS,Bronze
2022,Winter,Biathlon,"15 kilometres, Women",Anaïs Chevalier-Bouchet,127715,FRA,Silver
2022,Winter,Biathlon,"15 kilometres, Women",Denise Herrmann,127819,GER,Gold
2022,Winter,Biathlon,"15 kilometres, Women",Marte Olsbu Røiseland,137711,NOR,Bronze
2018,Winter,Biathlon,"15 kilometres, Women",Anastasia Kuzmina,118501,SVK,Silver
2018,Winter,Biathlon,"15 kilometres, Women",Laura Dahlmeier,127804,GER,Bronze
2018,Winter,Biathlon,"15 kilometres, Women",Hanna Öberg,138149,SWE,Gold
2014,Winter,Biathlon,"15 kilometres, Women",Daria Domrachava,118516,BLR,Gold
2014,Winter,Biathlon,"15 kilometres, Women",Nadzeya Skardzina,118564,BLR,Bronze
2014,Winter,Biathlon,"15 kilometres, Women",Selina Gasparin,118578,SUI,Silver
2010,Winter,Biathlon,"15 kilometres, Women",Yelena Khrustalyova,101385,KAZ,Silver
2010,Winter,Biathlon,"15 kilometres, Women",Tora Berger,110008,NOR,Gold
2010,Winter,Biathlon,"15 kilometres, Women",Daria Domrachava,118516,BLR,Bronze
2006,Winter,Biathlon,"15 kilometres, Women",Albina Akhatova,99555,RUS,Bronze
2006,Winter,Biathlon,"15 kilometres, Women",Martina Glagow,101163,GER,Silver
2006,Winter,Biathlon,"15 kilometres, Women",Svetlana Ishmuratova,101164,RUS,Gold
2002,Winter,Biathlon,"15 kilometres, Women",Magdalena Forsberg,82982,SWE,Bronze
2002,Winter,Biathlon,"15 kilometres, Women",Liv Grete Skjelbreid-Poirée,99560,NOR,Silver
2002,Winter,Biathlon,"15 kilometres, Women",Andrea Henkel,101160,GER,Gold
2022,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Iivo Niskanen,127665,FIN,Gold
2022,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Johannes Høsflot Klæbo,137724,NOR,Bronze
2022,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Aleksandr Bolshunov,137797,ROC,Silver
2018,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Dario Cologna,118753,SUI,Gold
2018,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Simen Hegstad Krüger,137726,NOR,Silver
2018,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Denis Spitsov,137801,ROC,Bronze
2014,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Johan Olsson,109824,SWE,Silver
2014,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Daniel Rickardsson,118751,SWE,Bronze
2014,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Dario Cologna,118753,SUI,Gold
2010,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Lukáš Bauer,100078,CZE,Bronze
2010,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Pietro Piller Cottrer,100096,ITA,Silver
2010,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Dario Cologna,118753,SUI,Gold
2006,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Andrus Veerpalu,98596,EST,Gold
2006,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Lukáš Bauer,100078,CZE,Silver
2006,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Tobias Angerer,101024,GER,Bronze
2002,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Jaak Mae,92041,EST,Bronze
2002,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Andrus Veerpalu,98596,EST,Gold
2002,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men",Frode Estil,101316,NOR,Silver
2022,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Therese Johaug,118852,NOR,Gold
2022,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Teresa Stadlober,127336,AUT,Bronze
2022,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Nataliya Nepryayeva,137794,ROC,Silver
2018,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Marit Bjørgen,101008,NOR,Silver
2018,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Charlotte Kalla,118748,SWE,Gold
2018,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Krista Pärmäkoski,118787,FIN,Bronze
2014,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Marit Bjørgen,101008,NOR,Gold
2014,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Charlotte Kalla,118748,SWE,Silver
2014,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Heidi Weng,128190,NOR,Bronze
2010,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Marit Bjørgen,101008,NOR,Gold
2010,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Justyna Kowalczyk,109782,POL,Bronze
2010,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Anna Haag,118732,SWE,Silver
2006,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Kateřina Neumannová,81928,CZE,Silver
2006,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Kristina Šmigun,82400,EST,Gold
2006,Winter,Cross Country Skiing (Skiing),"15 kilometres Skiathlon, Women",Yevgeniya Medvedeva,109780,RUS,Bronze
2022,Winter,Biathlon,"15 kilometres Mass Start, Men",Johannes Thingnes Bø,128188,NOR,Gold
2022,Winter,Biathlon,"15 kilometres Mass Start, Men",Martin Ponsiluoma,138153,SWE,Silver
2022,Winter,Biathlon,"15 kilometres Mass Start, Men",Vetle Sjåstad Christiansen,148695,NOR,Bronze
2018,Winter,Biathlon,"15 kilometres Mass Start, Men",Emil Hegle Svendsen,111029,NOR,Bronze
2018,Winter,Biathlon,"15 kilometres Mass Start, Men",Martin Fourcade,118554,FRA,Gold
2018,Winter,Biathlon,"15 kilometres Mass Start, Men",Simon Schempp,118583,GER,Silver
2014,Winter,Biathlon,"15 kilometres Mass Start, Men",Ondřej Moravec,110111,CZE,Bronze
2014,Winter,Biathlon,"15 kilometres Mass Start, Men",Emil Hegle Svendsen,111029,NOR,Gold
2014,Winter,Biathlon,"15 kilometres Mass Start, Men",Martin Fourcade,118554,FRA,Silver
2010,Winter,Biathlon,"15 kilometres Mass Start, Men",Pavol Hurajt,109639,SVK,Bronze
2010,Winter,Biathlon,"15 kilometres Mass Start, Men",Martin Fourcade,118554,FRA,Silver
2010,Winter,Biathlon,"15 kilometres Mass Start, Men",Yevgeny Ustyugov,118609,RUS,Gold
2006,Winter,Biathlon,"15 kilometres Mass Start, Men",Ole Einar Bjørndalen,84154,NOR,Bronze
2006,Winter,Biathlon,"15 kilometres Mass Start, Men",Tomasz Sikora,97533,POL,Silver
2006,Winter,Biathlon,"15 kilometres Mass Start, Men",Michael Greis,101373,GER,Gold
2022,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Tarjei Bø,118590,NOR,Silver
2022,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Quentin Fillon Maillet,137167,FRA,Gold
2022,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Eduard Latypov,148769,ROC,Bronze
2018,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Martin Fourcade,118554,FRA,Gold
2018,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Benedikt Doll,137248,GER,Bronze
2018,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Sebastian Samuelsson,138154,SWE,Silver
2014,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Ondřej Moravec,110111,CZE,Silver
2014,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Martin Fourcade,118554,FRA,Gold
2014,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Jean-Guillaume Béatrix,127716,FRA,Bronze
2010,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Christoph Sumann,101195,AUT,Silver
2010,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Björn Ferry,101201,SWE,Gold
2010,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Vincent Jay,118601,FRA,Bronze
2006,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Ole Einar Bjørndalen,84154,NOR,Silver
2006,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Sven Fischer,85733,GER,Bronze
2006,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Vincent Defrasne,101200,FRA,Gold
2002,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Ole Einar Bjørndalen,84154,NOR,Gold
2002,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Ricco Groß,86249,GER,Bronze
2002,Winter,Biathlon,"12.5 kilometres Pursuit, Men",Raphaël Poirée,99606,FRA,Silver
2022,Winter,Biathlon,"12.5 kilometres Mass Start, Women",Tiril Eckhoff,128184,NOR,Silver
2022,Winter,Biathlon,"12.5 kilometres Mass Start, Women",Justine Braisaz-Bouchet,137165,FRA,Gold
2022,Winter,Biathlon,"12.5 kilometres Mass Start, Women",Marte Olsbu Røiseland,137711,NOR,Bronze
2018,Winter,Biathlon,"12.5 kilometres Mass Start, Women",Anastasia Kuzmina,118501,SVK,Gold
2018,Winter,Biathlon,"12.5 kilometres Mass Start, Women",Daria Domrachava,118516,BLR,Silver
2018,Winter,Biathlon,"12.5 kilometres Mass Start, Women",Tiril Eckhoff,128184,NOR,Bronze
2014,Winter,Biathlon,"12.5 kilometres Mass Start, Women",Daria Domrachava,118516,BLR,Gold
